2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 251.255.255.42 , /inetput.html , 5759681
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 253.253.254.172 , /index , 2598347
2014-10-21 21:56:16 , MATCH_ACL , - , 251.255.254.205 , /capture.html , 1897267
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 251.254.254.115 , /deny.html , 2312478
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 252.255.255.57 , /deny.html , 7934579
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 254.255.255.116 , /capture.html , 5000465
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 251.254.255.37 , /deny.html , 8304249
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 254.253.254.19 , /inetput.html , 9159407
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.255.255.84 , /capture.html , 3061652
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 252.255.255.11 , /deny.html , 1999143
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 254.254.255.244 , /deny.html , 3546349
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 254.255.255.71 , /inetput.html , 6934103
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 251.254.254.53 , /first.html , 6553233
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 254.254.254.155 , /predirect.html , 6683145
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 252.255.255.144 , /capture.html , 3607493
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 251.253.254.182 , /index , 1822821
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 253.253.254.248 , /first.html , 8083802
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 254.253.255.147 , /inetput.html , 8747307
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 251.253.254.27 , /first.html , 8696333
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 252.253.254.222 , / , 4728821
2014-10-21 21:56:16 , MATCH_ACL , - , 252.255.254.160 , /capture.html , 5894044
2014-10-21 21:56:16 , MATCH_G , - , 251.254.255.149 , / , 7990430
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 254.253.255.170 , /predirect.html , 2589982
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 254.253.254.106 , /predirect.html , 8630734
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 251.254.255.245 , /first.html , 4055869
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 253.255.255.225 , /inetput.html , 6720270
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 253.255.254.52 , /deny.html , 4939207
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 253.255.255.178 , /inetput.html , 2923158
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 253.255.254.249 , /first.html , 3524416
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 254.254.255.32 , /index , 5542276
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 253.254.255.103 , / , 3110810
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 254.255.254.140 , /first.html , 6246126
2014-10-21 21:56:16 , MATCH_ACL , - , 253.254.254.245 , /predirect.html , 4268962
2014-10-21 21:56:16 , MATCH_ACL , - , 251.255.254.120 , /tredirect.html , 4225804
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 254.253.255.81 , / , 7447840
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 254.255.254.154 , / , 1532493
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 253.253.254.232 , / , 7312191
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 253.254.254.10 , /inetput.html , 6284125
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 253.253.255.198 , /index , 7495850
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 254.254.255.40 , / , 3696877
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.255.255.99 , /index , 4746376
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 251.254.255.93 , /tredirect.html , 2922147
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 253.253.254.179 , / , 1907726
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 254.255.255.24 , / , 2637755
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 252.253.255.167 , /tredirect.html , 1976829
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 253.255.255.101 , /predirect.html , 5098126
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 254.253.255.24 , /capture.html , 7447506
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 253.255.255.203 , /deny.html , 9476352
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 253.255.255.73 , /deny.html , 4201310
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 254.253.255.248 , /index , 8045939
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 253.254.254.88 , /index , 5488989
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 252.254.254.33 , /predirect.html , 9626705
2014-10-21 21:56:16 , MATCH_G , - , 251.253.255.32 , /first.html , 4227056
2014-10-21 21:56:16 , MATCH_ACL , - , 254.253.255.237 , / , 6491502
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 251.255.255.87 , /deny.html , 9209002
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 252.253.254.161 , /inetput.html , 1767888
2014-10-21 21:56:16 , MATCH_F , - , 251.255.255.255 , /inetput.html , 6033870
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 254.254.254.127 , /inetput.html , 5747872
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 254.255.254.244 , /deny.html , 4686746
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 253.255.254.118 , /predirect.html , 1807739
2014-10-21 21:56:16 , MATCH_WEBTR , - , 254.254.254.28 , /tredirect.html , 5605391
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 252.253.255.189 , /first.html , 9604679
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 253.254.254.2 , /capture.html , 2671334
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 253.253.255.191 , /inetput.html , 7756783
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 254.255.255.97 , /index , 5586960
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 251.255.254.35 , /first.html , 5030165
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 252.254.255.36 , / , 4266576
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 253.253.255.143 , /first.html , 9073571
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 254.253.255.43 , /first.html , 8212224
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 254.253.255.144 , /deny.html , 8178577
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 251.255.254.225 , / , 6070155
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 251.253.254.195 , /first.html , 2086627
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 254.254.255.138 , /capture.html , 4427180
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 254.253.254.46 , /predirect.html , 4090659
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 254.253.254.246 , /index , 5686908
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 254.255.254.236 , /index , 1991483
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 252.254.254.242 , /inetput.html , 6852437
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 252.255.254.232 , /tredirect.html , 7965731
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 254.254.254.165 , /predirect.html , 1818164
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 252.253.255.182 , /predirect.html , 8084191
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 251.253.254.143 , /predirect.html , 4281728
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 254.253.255.135 , /capture.html , 5235671
2014-10-21 21:56:16 , MATCH_ACL , - , 253.254.255.45 , /tredirect.html , 6598248
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 254.254.254.242 , /inetput.html , 1927726
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 252.254.255.163 , /predirect.html , 7120019
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 251.255.254.12 , /inetput.html , 1930351
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 254.254.254.183 , /capture.html , 2214802
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 252.253.254.134 , /predirect.html , 5211160
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 251.254.254.166 , / , 2816105
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 254.255.254.186 , /capture.html , 8590331
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 253.255.254.71 , /predirect.html , 8557413
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 251.254.255.247 , /inetput.html , 4248609
2014-10-21 21:56:16 , MATCH_G , - , 253.253.255.154 , /index , 5996397
2014-10-21 21:56:16 , MATCH_F , - , 252.254.255.51 , /inetput.html , 2080008
2014-10-21 21:56:16 , MATHC_RULE , - , 253.255.254.191 , /first.html , 8121561
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 252.255.254.187 , /tredirect.html , 1893989
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 252.255.254.64 , /first.html , 4790091
2014-10-21 21:56:16 , MATCH_G , - , 251.253.254.139 , /deny.html , 3134073
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 253.255.255.237 , /capture.html , 5127882
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 254.253.254.85 , /tredirect.html , 5838291
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 252.255.255.34 , /first.html , 5154952
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 253.254.254.42 , /capture.html , 3428645
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 252.255.254.83 , /deny.html , 4959958
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 252.253.254.160 , /capture.html , 3093166
2014-10-21 21:56:16 , MATHC_RULE , - , 252.254.255.44 , /predirect.html , 6509519
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 253.253.255.182 , /deny.html , 2935810
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_LEAKAGE , 251.253.255.74 , /inetput.html , 1178154
2014-10-21 21:56:16 , MATHC_RULE , - , 252.254.255.158 , /deny.html , 1492360
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 251.254.254.159 , /predirect.html , 8665559
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 252.254.255.104 , /index , 7851043
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 251.254.254.195 , /capture.html , 5198770
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 253.254.255.95 , /index , 2619263
2014-10-21 21:56:16 , MATCH_ACL , - , 251.253.255.60 , / , 4048638
2014-10-21 21:56:16 , MATCH_ACL , - , 251.255.254.191 , /tredirect.html , 7393022
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 253.255.254.194 , /first.html , 7658072
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 253.254.255.74 , /predirect.html , 8047123
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 251.255.255.81 , / , 8121931
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.254.255.198 , /first.html , 4885372
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 252.253.254.233 , /inetput.html , 1233157
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 253.255.255.37 , /inetput.html , 1937763
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 251.254.254.76 , /inetput.html , 8359179
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 254.253.255.93 , /predirect.html , 2985799
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 253.254.255.88 , /inetput.html , 3220606
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 252.253.255.219 , /first.html , 5507402
2014-10-21 21:56:16 , MATHC_RULE , - , 252.253.254.245 , /first.html , 9101035
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 253.254.255.90 , /inetput.html , 4106165
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 253.254.255.88 , /index , 3193133
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 251.255.255.219 , /predirect.html , 6129514
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 252.254.254.139 , /index , 1544206
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 251.255.254.86 , /inetput.html , 2082781
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 252.254.254.137 , /capture.html , 7451412
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 254.255.254.6 , / , 4185393
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 252.255.255.111 , /first.html , 7420422
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 251.254.254.97 , /tredirect.html , 4215852
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 252.253.254.114 , /predirect.html , 4491490
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 252.253.255.71 , /index , 6981339
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 252.254.254.242 , /tredirect.html , 3512275
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 254.255.255.16 , /inetput.html , 2012762
2014-10-21 21:56:16 , MATCH_F , ATTACK_B , 254.253.255.150 , /inetput.html , 7369596
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 254.255.255.134 , /index , 2831797
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 251.255.254.76 , / , 8776565
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 252.254.254.108 , / , 1910269
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 251.253.254.107 , /first.html , 8497947
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 254.253.254.67 , /tredirect.html , 6000437
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 254.255.254.155 , /inetput.html , 7522969
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 251.254.254.213 , /first.html , 7255332
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 251.253.255.219 , /capture.html , 5244490
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 253.255.255.130 , /index , 9702634
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 251.254.254.213 , /tredirect.html , 5396423
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 253.253.255.116 , /tredirect.html , 5613955
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 253.253.255.133 , /inetput.html , 5299077
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 254.254.255.120 , /tredirect.html , 5866468
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 253.253.254.129 , /inetput.html , 9284882
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 254.253.255.6 , /deny.html , 6291072
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 251.253.254.13 , /capture.html , 6280133
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 253.255.254.211 , / , 9746314
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_C , 252.253.254.161 , / , 3634091
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 253.253.255.137 , /index , 6380110
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 251.254.254.124 , / , 1627971
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 251.255.255.4 , /inetput.html , 9220323
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 252.254.254.207 , /first.html , 4098980
2014-10-21 21:56:16 , MATCH_G , - , 253.253.254.102 , /inetput.html , 6801796
2014-10-21 21:56:16 , MATCH_F , - , 251.253.255.48 , /deny.html , 3951779
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 253.253.254.20 , /deny.html , 4706075
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 254.255.255.208 , /deny.html , 3047371
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 253.254.255.35 , /predirect.html , 5995232
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 253.253.255.223 , /predirect.html , 6704077
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 254.255.254.88 , /inetput.html , 7947822
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 252.253.254.64 , /first.html , 4973271
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 251.254.255.98 , /tredirect.html , 9287452
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 253.253.254.36 , / , 4127311
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 252.255.254.234 , /capture.html , 3700557
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 254.255.254.100 , /deny.html , 3376310
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 251.254.255.165 , /tredirect.html , 4485810
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_E , 253.254.255.50 , /index , 2691518
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 253.255.255.109 , /capture.html , 8176173
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 252.255.254.115 , /deny.html , 4464598
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 251.254.254.205 , /tredirect.html , 8254160
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 251.253.254.43 , /predirect.html , 3001705
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 252.253.255.36 , /inetput.html , 6870282
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.253.254.110 , /index , 9080426
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 251.253.254.240 , /predirect.html , 4594626
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 251.254.254.76 , /index , 8768499
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 254.254.255.165 , /capture.html , 2391064
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 254.254.254.62 , /index , 5806633
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 252.255.255.189 , / , 7510643
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 252.253.255.205 , / , 3857524
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 251.255.254.201 , /tredirect.html , 2002950
2014-10-21 21:56:16 , MATHC_RULE , - , 253.255.255.120 , / , 4780276
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 254.253.255.89 , /predirect.html , 7822067
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 251.254.254.36 , /first.html , 8589148
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 254.253.254.238 , /first.html , 8696183
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 252.254.254.43 , /capture.html , 9549436
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 253.253.255.10 , /deny.html , 3304829
2014-10-21 21:56:16 , MATHC_RULE , - , 253.253.254.189 , /capture.html , 7722566
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 254.254.254.96 , /first.html , 6059283
2014-10-21 21:56:16 , MATHC_RULE , - , 251.255.254.223 , / , 7591004
2014-10-21 21:56:16 , MATCH_WEBTR , - , 254.254.254.90 , /capture.html , 8403122
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 254.254.254.88 , / , 6476835
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 252.255.255.57 , /tredirect.html , 1805725
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_C , 252.253.255.146 , /predirect.html , 5127576
2014-10-21 21:56:16 , MATCH_G , ATTACK_LEAKAGE , 254.253.254.96 , /deny.html , 8473271
2014-10-21 21:56:16 , MATHC_RULE , - , 252.253.254.155 , /deny.html , 8035534
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 253.255.255.197 , /inetput.html , 3158285
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_D , 254.253.254.236 , /index , 3441679
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 254.255.255.17 , /predirect.html , 6372611
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 252.253.254.121 , /tredirect.html , 1230740
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 254.253.254.24 , /predirect.html , 7992073
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 251.253.255.136 , / , 2058456
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 254.253.255.1 , /capture.html , 9708749
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 251.253.254.204 , / , 5475540
2014-10-21 21:56:16 , MATHC_RULE , - , 253.253.254.252 , /capture.html , 3022604
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 251.254.255.237 , /predirect.html , 3709559
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 254.253.255.34 , /index , 1227400
2014-10-21 21:56:16 , MATCH_ACL , - , 254.254.254.181 , /first.html , 1429687
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 251.255.255.58 , /deny.html , 4310581
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 252.255.254.122 , /index , 8652437
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 251.253.254.133 , / , 1066266
2014-10-21 21:56:16 , MATCH_F , ATTACK_E , 251.253.255.117 , /index , 4161222
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_LEAKAGE , 254.253.254.131 , / , 1711535
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 252.255.255.92 , / , 1049237
2014-10-21 21:56:16 , MATCH_ACL , - , 253.254.255.74 , /first.html , 5194921
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 252.254.255.237 , /deny.html , 7896042
2014-10-21 21:56:16 , MATCH_G , ATTACK_C , 253.253.255.170 , /deny.html , 1816647
2014-10-21 21:56:16 , MATCH_ACL , - , 253.254.255.26 , /inetput.html , 8691248
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 253.253.254.232 , /deny.html , 5203328
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 254.255.255.170 , /tredirect.html , 8493469
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 251.254.255.237 , /tredirect.html , 6858159
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 252.254.255.253 , /tredirect.html , 1646730
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 253.253.255.213 , /predirect.html , 2195865
2014-10-21 21:56:16 , MATCH_ACL , - , 252.255.254.116 , /inetput.html , 3799892
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 252.255.254.102 , /capture.html , 4829145
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_B , 251.254.254.223 , /predirect.html , 6084334
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 253.255.254.93 , /predirect.html , 3265279
2014-10-21 21:56:16 , MATCH_F , - , 251.253.254.207 , /capture.html , 3561772
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 252.253.255.142 , /tredirect.html , 6047217
2014-10-21 21:56:16 , MATCH_F , ATTACK_LEAKAGE , 252.254.254.206 , /index , 6829337
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 254.255.254.8 , /tredirect.html , 6736890
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 254.254.254.186 , /tredirect.html , 9034121
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 251.255.255.98 , /predirect.html , 8624028
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 251.254.255.161 , /tredirect.html , 1644959
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 253.255.254.213 , /first.html , 5204942
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 254.253.255.240 , /first.html , 2179360
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 251.255.255.54 , /capture.html , 6693096
2014-10-21 21:56:16 , MATCH_G , ATTACK_B , 254.253.254.200 , /tredirect.html , 6383008
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 251.254.254.82 , /deny.html , 3746640
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 253.255.255.237 , /tredirect.html , 6509904
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 254.253.254.247 , /tredirect.html , 7121561
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_A , 252.255.255.36 , /predirect.html , 5252224
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_D , 253.255.254.157 , /predirect.html , 9229928
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 253.254.254.246 , /first.html , 2650872
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 254.255.254.5 , /deny.html , 6396179
2014-10-21 21:56:16 , MATCH_G , ATTACK_E , 253.255.254.143 , /capture.html , 4039007
2014-10-21 21:56:16 , MATCH_F , ATTACK_D , 254.255.255.229 , / , 6146945
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_E , 254.253.255.102 , /deny.html , 6343206
2014-10-21 21:56:16 , MATCH_G , ATTACK_A , 254.254.255.47 , /deny.html , 4014082
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_B , 252.255.254.44 , /inetput.html , 1044032
2014-10-21 21:56:16 , MATCH_F , ATTACK_C , 252.253.254.248 , /first.html , 1315966
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 251.254.254.163 , /tredirect.html , 2208165
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_D , 254.253.254.132 , /deny.html , 1038438
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 254.253.254.237 , /predirect.html , 2403022
2014-10-21 21:56:16 , MATCH_G , - , 252.254.254.212 , /first.html , 2956659
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_LEAKAGE , 254.255.255.170 , /deny.html , 9603333
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_B , 253.253.254.120 , /first.html , 7928150
2014-10-21 21:56:16 , MATCH_G , ATTACK_D , 251.253.254.189 , /index , 1544035
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 251.255.255.87 , /deny.html , 4933181
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_C , 253.253.254.188 , /deny.html , 8491411
2014-10-21 21:56:16 , MATHC_RULE , ATTACK_E , 253.254.254.152 , /inetput.html , 8624857
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 252.253.255.219 , / , 7304910
2014-10-21 21:56:16 , MATCH_WEBTR , ATTACK_A , 251.253.254.45 , /index , 6503729
2014-10-21 21:56:16 , MATCH_ACL , ATTACK_A , 253.255.254.61 , /first.html , 5382849
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 251.253.254.60 , /capture.html , 3120331
2014-10-21 21:56:16 , MATCH_F , ATTACK_A , 252.254.254.76 , /predirect.html , 4378309
